id,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,Amenity_TV,Amenity_Internet,Amenity_WirelessInternet,Amenity_Freeparkingonpremises,Amenity_Elevatorinbuilding,Amenity_Heating,Amenity_Family/kidfriendly,Amenity_Smokedetector,Amenity_Essentials,Amenity_CableTV,Amenity_Kitchen,Amenity_Petsallowed,Amenity_Gym,Amenity_Petsliveonthisproperty,Amenity_Cat(s),Amenity_Suitableforevents,Amenity_Washer,Amenity_Firstaidkit,Amenity_Shampoo,Amenity_24-hourcheck-in,Amenity_Hangers,Amenity_Hairdryer,Amenity_Iron,Amenity_Laptopfriendlyworkspace,Amenity_Privatelivingroom,Amenity_Privateentrance,Amenity_Dryer,Amenity_Carbonmonoxidedetector,Amenity_Lockonbedroomdoor,Amenity_Smokingallowed,Amenity_Breakfast,Amenity_Safetycard,Amenity_Dog(s),Amenity_Fireextinguisher,Amenity_Buzzer/wirelessintercom,Amenity_Hottub,Amenity_Indoorfireplace,Amenity_Otherpet(s),Amenity_Wheelchairaccessible,Amenity_SelfCheck-In,Amenity_Smartlock,Amenity_Keypad,Amenity_Lockbox,Amenity_Airconditioning,Amenity_DoormanEntry,Amenity_Doorman,Amenity_Pool,Amenity_Freeparkingonstreet,Amenity_Paidparkingoffpremises,house_rules_allow,house_rules_ani,house_rules_apart,house_rules_check,house_rules_clean,house_rules_flat,house_rules_guest,house_rules_home,house_rules_hous,house_rules_leav,house_rules_loud,house_rules_make,house_rules_music,house_rules_neighbour,house_rules_nois,house_rules_onli,house_rules_parti,house_rules_pet,house_rules_pleas,house_rules_respect,house_rules_shoe,house_rules_smoke,house_rules_stay,house_rules_thi,house_rules_time,house_rules_treat,house_rules_use,experiences_offered,host_location,host_response_time,host_is_superhost,neighbourhood_cleansed,zipcode,property_type,room_type,bed_type,first_review,last_review,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,host_response_rate_binned,host_verification_binned,perceived_quality
10085459,0.2,0.125,0.2,0.06666666666666668,0.0954679984780167,0.1993987975951904,0.06801007556675064,0.06666666666666668,0.075,0.0223463687150838,0.12181640836674976,0.6666666666666666,0.35,0.2333333333333333,0.05753424657534247,0.06051873198847262,0.0,1.68,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4624887292789729,0.0,0.8866251605328606,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6179409,0.06666666666666668,0.125,0.1,0.0,0.06129172638020874,0.09919839679358718,0.030226700251889168,0.0,0.0,0.0,0.0021675517502980387,0.7666666666666667,0.8333333333333334,0.8888888888888888,0.9726027397260274,0.06051873198847262,0.0,1.18,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4415127182779817,0.2340023735849629,0.0,0.0,0.0,0.0,0.0,0.0,0.4333005298173717,0.2209315995156899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19362567620618207,0.6364214213807217,0.0,0.0,0.1295532319206925,0.0,0.0,0.2333283522659828,0.0,0.0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
13672765,0.06666666666666668,0.125,0.1,0.0,0.08407590777874738,0.09919839679358718,0.017632241813602016,0.0,0.0,0.00558659217877095,0.12181640836674976,0.4,0.2,0.13333333333333333,0.03287671232876712,0.04610951008645533,0.0,2.46,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8429791470636634,0.0,0.0,0.0,0.0,0.5379462404514215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,2,0,1,2,2,0,2,0,0,0,0,1
11665612,0.2,0.125,0.1,0.2,0.0954679984780167,0.249498997995992,0.04282115869017632,0.0,0.06,0.00558659217877095,0.006394277663379213,0.26666666666666666,0.55,0.6666666666666666,0.8767123287671232,0.011527377521613832,0.0,0.76,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.35816951353116205,0.0,0.0,0.0,0.0,0.2654304062170885,0.0,0.0,0.0,0.0,0.3842068743017798,0.0,0.3052959858546139,0.0,0.3903528296016299,0.0,0.0,0.19482430661241104,0.267820507481029,0.0,0.198297211017718,0.0,0.0,0.0,0.3531868926833537,0.3664946199870716,0,1,1,0,0,0,2,0,0,3,3,0,1,0,0,0,0,1
4036141,0.4,0.1875,0.4,0.4,0.3119177217641336,0.249498997995992,0.11838790931989925,0.4,0.25,0.00558659217877095,0.003251327625447057,0.36666666666666653,0.4666666666666667,0.5,0.7397260273972602,0.04034582132564842,0.0,0.6,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5592165916472613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5488150973056739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2072724469761248,0.2452447828133545,0.16121728927942475,0.2216217112756342,0.3090654883869001,0.16409112080427662,0.0,0.0,0.0,0.2922624719548525,0.0,1,1,1,0,0,1,1,0,0,4,4,0,0,0,0,0,2,1
15171787,0.2,0.125,0.1,0.0,0.10116404382765136,0.1993987975951904,0.06801007556675064,0.0,0.0,0.0,0.0031429500379321555,0.0,0.16666666666666666,0.4,0.09863013698630137,0.023054755043227664,0.0014084507042253524,2.24,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.461570008838858,0.0,0.0,0.0,0.0,0.0,0.0,0.5308942291039971,0.5368458647147893,0.0,0.0,0.0,0.0,0.4657262736664094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,5,5,1,0,0,0,0,0,0
15158420,0.3333333333333333,0.125,0.3,0.2,0.1660989608134864,0.08917835671342686,0.09319899244332494,0.06666666666666668,0.15,0.0,0.0021675517502980387,0.3,0.5166666666666667,0.6333333333333333,0.15616438356164386,0.05763688760806916,0.0,4.21,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3394438305968863,0.271980422415584,0.0,0.0,0.3465079182947831,0.0,0.0,0.0,0.3128297634695562,0.0,0.0,0.7699833357540604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,6,5,0,0,0,0,0,0,1
11093420,0.06666666666666668,0.125,0.1,0.0,0.049899635680939435,0.09919839679358718,0.012594458438287154,0.0,0.05,0.0,0.12181640836674976,0.8333333333333334,0.9166666666666666,0.9444444444444444,0.9863013698630136,0.008645533141210375,0.0014084507042253524,0.46,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2476003744261817,0.0,0.0,0.0,0.1815743047182249,0.2177847419071799,0.4536921788597168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5330977489659032,0.0,0.2554969707010382,0.1356501643171098,0.0,0.2260325176685471,0.0,0.4832126461210347,0.0,0,1,1,0,0,0,3,1,2,7,6,0,0,0,0,0,2,1
754867,0.3333333333333333,0.125,0.2,0.2,0.11141692545699372,0.249498997995992,0.23173803526448364,0.2,0.05,0.01675977653631285,0.12181640836674976,0.36666666666666653,0.5166666666666667,0.4666666666666667,0.7178082191780822,0.04322766570605188,0.0014084507042253524,0.38,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8311190979647788,0.0,0.0,0.0,0.5560944569029731,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,0,0,0,8,7,0,0,0,0,0,2,0
13955343,0.2,0.25,0.1,0.0,0.0954679984780167,0.249498997995992,0.05541561712846348,0.0,0.0,0.00558659217877095,0.0009753982876341172,0.06666666666666668,0.5333333333333333,0.6888888888888889,0.1726027397260274,0.002881844380403458,0.0,0.67,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516017768365561,0.0,0.5481092304890329,0.0,0.0,0.0,0.4948368330893238,0.0,0.0,0.0,0.0,0.0,0.4340949697956373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,9,8,0,0,0,0,1,0,1
4356007,0.6,0.5,0.5,0.4,0.36887817526048017,0.1492985971943888,0.19395465994962216,0.4666666666666667,0.1,0.00558659217877095,0.12181640836674976,0.1,0.18333333333333326,0.2333333333333333,0.2,0.07780979827089338,0.0014084507042253524,1.3,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618392798400705,0.4339990412968386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3414586648353073,0.0,0.0,0.0,0.5091515565666053,0.2703221573276038,0.0,0.0,0.0,0.4814704265380029,0.0,1,1,1,1,0,1,1,0,0,10,9,0,0,0,0,0,0,1
1231996,0.13333333333333333,0.125,0.1,0.0,0.055595681030574086,0.09919839679358718,0.017632241813602016,0.06666666666666668,0.075,0.0,0.0021675517502980387,0.5333333333333333,0.6333333333333333,0.7555555555555555,0.8630136986301371,0.21037463976945245,0.0,1.68,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2915391853323809,0.0,0.0,0.0,0.21379622303691967,0.25643251299836584,0.2671018743872472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4707753889596238,0.0,0.3008371003706991,0.1597224498826606,0.0,0.2661439273362711,0.0,0.5689628762432685,0.0,2,1,1,1,0,0,1,1,0,11,10,0,1,1,1,0,1,1
3697446,0.2,0.25,0.2,0.13333333333333333,0.10572088010735907,0.09919839679358718,0.05541561712846348,0.0,0.0,0.0111731843575419,0.12181640836674976,0.6,0.6166666666666667,0.5444444444444444,0.6657534246575343,0.17579250720461095,0.0,2.18,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6693917112931921,0.0,0.5206553921430497,0.0,0.0,0.5299365051440966,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,12,11,0,0,0,0,0,1,0
4458068,0.6666666666666666,0.4375,0.5,0.3333333333333333,0.3290058578130376,0.2995991983967936,0.16876574307304787,0.3333333333333333,0.1,0.00558659217877095,0.12181640836674976,0.1,0.3,0.26666666666666666,0.1863013698630137,0.01440922190201729,0.0,0.41,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556630809310052,0.0,0.0,0.0,0.3885385396052512,0.0,0.0,0.31955967387756223,0.3231421252031921,0.0,0.0,0.3102145595622577,0.20392666385771727,0.0,0.3909425238570883,0.20756182530951686,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,0,0,13,12,0,0,0,0,0,1,1
8084116,0.13333333333333333,0.125,0.1,0.0,0.12964427057582462,0.3496993987975952,0.04282115869017632,0.0,0.0,0.0,0.12181640836674976,0.9,0.95,0.9666666666666668,0.8328767123287671,0.002881844380403458,0.0,0.23,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4715853726628147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5782210876640456,0.0,0.0,0.2885889736928179,0.0,0.0,0.2937333108419534,0.0,0.0,0.0,0.5231680002024521,0.0,0,0,2,0,0,0,0,0,0,14,13,0,1,0,0,0,0,0
14378364,0.4,0.125,0.4,0.2,0.15242845197436322,0.1492985971943888,0.09319899244332494,0.0,0.0,0.0,0.12181640836674976,0.9666666666666668,0.9,0.9111111111111112,0.9616438356164384,0.01729106628242075,0.0,1.89,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13575190648712335,0.7070006110064528,0.4325832029258602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08307404266750586,0.0,0.15925909487788215,0.0,0.0,0.1408929979799382,0.0,0.15060062834332,0.4688253261763868,0,0,0,0,1,3,1,0,0,15,14,0,2,0,0,0,0,1
10991861,0.2,0.125,0.1,0.06666666666666668,0.05673489010050103,0.1492985971943888,0.04282115869017632,0.06666666666666668,0.05,0.00558659217877095,0.0009753982876341172,0.6,0.8,0.8666666666666667,0.4602739726027397,0.023054755043227664,0.0014084507042253524,0.95,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3978798479180225,0.0,0.0,0.3641541903922563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257884370382915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7764954903491962,0.0,0,1,2,0,1,3,0,0,0,16,15,0,0,0,0,1,1,0
12174586,0.0,0.125,0.1,0.0,0.02711545428240081,0.09919839679358718,0.030226700251889168,0.0,0.0,0.00558659217877095,0.12181640836674976,0.3333333333333333,0.16666666666666666,0.24444444444444444,0.6219178082191781,0.011527377521613832,0.0,0.89,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19416424365353555,0.0,0.7277252050877303,0.4947374320410841,0.0,0.0,0.0,0.0,0.0,0.0,0.18322793320282166,0.0,0.14251537598064346,0.195912619850454,0.2732125349394625,0.14505583043251946,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,4,1,1,0,17,16,0,1,0,0,0,0,0
12825208,0.0,0.125,0.0,0.0,0.02939387242225468,0.1492985971943888,0.06801007556675064,0.0,0.0,0.0335195530726257,0.12181640836674976,0.0,0.0,0.06666666666666668,0.536986301369863,0.01440922190201729,0.014084507042253518,1.1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2653092585571824,0.0,0.2841962923089105,0.5482972132639535,0.0,0.0,0.4168228283101599,0.0,0.0,0.2655198658284413,0.0,0.0,0.0,0.0,0.24240051066137805,0.3064983639070173,0.0,0.0,0.0,0.21028808077926567,0.0,0.1556995777545181,0.0,0.0,0.0,0.0,0.2877653058680235,0,0,0,0,1,3,0,1,0,18,17,0,2,0,0,0,0,1
12893666,0.13333333333333333,0.125,0.0,0.06666666666666668,0.04648200847115865,0.09919839679358718,0.04282115869017632,0.0,0.0,0.0,0.12181640836674976,0.1,0.1,0.17777777777777778,0.04383561643835617,0.1181556195965418,0.0014084507042253524,4.51,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7219067609080813,0.0,0.0,0.0,0.0,0.4012401898256968,0.16041915791184155,0.0,0.0,0.1870405319768068,0.0,0.19755660632182195,0.0,0.0,0.19669342042179372,0.0,0.0,0.0,0.13495106908615126,0.0,0.0,0.0,0.0,0.3599136889763146,0.17796601613194446,0.0,0,0,1,1,1,5,4,0,0,19,5,1,0,0,0,0,0,1
4742500,0.3333333333333333,0.3125,0.3,0.2,0.20369286012107515,0.2575150300601202,0.20906801007556675,0.3333333333333333,0.215,0.00558659217877095,0.12181640836674976,0.06666666666666668,0.5333333333333333,0.6888888888888889,0.9232876712328768,0.023054755043227664,0.0,0.49,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3180668440665249,0.0,0.0,0.0,0.0,0.0,0.24985468327883645,0.0,0.6243015267550792,0.0,0.0,0.0,0.0,0.2873809106467538,0.0,0.0,0.0,0.0,0.183391820543162,0.2521045309990625,0.0,0.1866609314284309,0.0,0.0,0.33618063337309123,0.0,0.344988347436632,0,0,0,0,1,6,1,0,0,20,18,0,1,0,0,0,1,1
9265497,0.4666666666666667,0.25,0.1,0.06666666666666668,0.08407590777874738,0.1993987975951904,0.04282115869017632,0.3333333333333333,0.05,0.0111731843575419,0.12181640836674976,0.0,0.0,0.0,0.16986301369863013,0.08645533141210375,0.004225352112676056,2.31,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2691488022164073,0.2852985019857804,0.5766183365425297,0.0,0.5709272031768325,0.0,0.21142753476874016,0.0,0.0,0.2693624573866251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21333136042791986,0.0,0.1579528550421726,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,3,0,0,0,21,9,0,0,0,0,0,0,0
7739250,0.3333333333333333,0.25,0.3,0.13333333333333333,0.15242845197436322,0.3997995991983968,0.09319899244332494,0.0,0.0,0.00558659217877095,0.12181640836674976,0.4666666666666667,0.45,0.5666666666666667,0.663013698630137,0.04034582132564842,0.0,0.92,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4163057324448156,0.4993274606540376,0.5201029273326501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539445542203519,0.0,0,0,0,0,1,6,1,0,0,22,19,0,1,0,0,0,2,1
12476803,0.3333333333333333,0.25,0.2,0.06666666666666668,0.14673240662472858,0.2995991983967936,0.11586901763224182,0.2,0.0,0.0111731843575419,0.12181640836674976,0.0,0.0,0.14444444444444446,0.03561643835616438,0.008645533141210375,0.002816901408450705,0.74,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3661138545345181,0.0,0.0,0.7566234486887882,0.0,0.0,0.0,0.0,0.3593040938028129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713986517377759,0.0,0.2110948926670162,0.0,0.0,0.2148578337262114,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,3,0,0,0,23,14,0,0,0,0,0,0,0
6587893,0.3333333333333333,0.125,0.2,0.06666666666666668,0.0669877717298434,0.249498997995992,0.11838790931989925,0.06666666666666668,0.025,0.0223463687150838,0.12181640836674976,0.13333333333333333,0.36666666666666653,0.24444444444444444,0.4821917808219178,0.08069164265129683,0.014084507042253518,1.49,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.7040815362857323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6005346605908485,0.0,0.0,0.0,0.37898194111402894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,7,0,0,0,24,2,0,0,0,0,0,0,1
6193628,0.2,0.125,0.1,0.06666666666666668,0.08407590777874738,0.17935871743486975,0.0654911838790932,0.06666666666666668,0.1,0.01675977653631285,0.12181640836674976,0.2333333333333333,0.11666666666666667,0.07777777777777778,0.7424657534246575,0.04899135446685879,0.0,0.92,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5430433539450319,0.0,0.5376836004394673,0.0,0.3982333211447504,0.0,0.0,0.5073563673441029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,3,0,0,0,25,20,0,0,0,0,0,0,0
13029202,0.3333333333333333,0.25,0.1,0.26666666666666666,0.0669877717298434,0.06513026052104208,0.04282115869017632,0.0,0.0,0.0111731843575419,0.006394277663379213,0.1,0.05,0.2777777777777778,0.0684931506849315,0.002881844380403458,0.0,0.48,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,8,1,1,0,26,21,1,2,0,0,0,1,0
8164389,0.0,0.125,0.1,0.0,0.02711545428240081,0.09919839679358718,0.017632241813602016,0.0,0.0,0.00558659217877095,0.12181640836674976,0.6666666666666666,0.8333333333333334,0.8888888888888888,0.6876712328767123,0.02017291066282421,0.0,0.57,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5038521420538528,0.0,0.0,0.0,0.26719689248901884,0.0,0.1978983658949035,0.2373642273181635,0.4944804329828966,0.25212605448271114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905123980684439,0.19968036646220214,0.2784668958049904,0.0,0.0,0.0,0.0,0.2633274383055006,0.0,0,0,0,0,1,8,1,1,0,27,22,0,1,0,0,0,1,0
13619311,0.13333333333333333,0.125,0.0,0.06666666666666668,0.04648200847115865,0.09919839679358718,0.04282115869017632,0.0,0.0,0.00558659217877095,0.12181640836674976,0.0,0.0,0.0,0.0,0.06051873198847262,0.0014084507042253524,4.07,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7219067609080813,0.0,0.0,0.0,0.0,0.4012401898256968,0.16041915791184155,0.0,0.0,0.1870405319768068,0.0,0.19755660632182195,0.0,0.0,0.19669342042179372,0.0,0.0,0.0,0.13495106908615126,0.0,0.0,0.0,0.0,0.3599136889763146,0.17796601613194446,0.0,0,0,1,1,1,5,0,0,0,28,23,1,0,0,0,0,0,1
14394072,0.2,0.125,0.2,0.06666666666666668,0.08407590777874738,0.09919839679358718,0.06801007556675064,0.2,0.25,0.0,0.12181640836674976,0.43333333333333335,0.2833333333333333,0.37777777777777777,0.1643835616438356,0.069164265129683,0.0,4.29,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.5619327069637869,0.5678626079054021,0.0,0.0,0.0,0.20821708861478685,0.0,0.0,0.2652722916176197,0.0,0.0,0.0,0.23948967356979586,0.24217449324101475,0.0,0.1964892509893464,0.0,0.3056601577217429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,3,0,0,0,29,9,0,0,0,0,0,2,1
454009,0.0,0.125,0.1,0.0,0.022558618002693088,0.07414829659318638,0.005037783375314861,0.0,0.05,0.00558659217877095,0.00964560528882627,0.0,0.0,0.0,0.16712328767123288,0.2276657060518732,0.0,1.46,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6848257610120292,0.0,0.0,0.15669439647800282,0.0,0.0,0.1568556249020545,0.31991065524198803,0.0,0.3634692252141421,0.0,0.0,0.0,0.0,0.0,0.0,0.2764629338269265,0.0,0.0,0.0,0.34130982770154594,0.1562930703200298,0.0,0.0,0.17335649682730733,0,0,1,0,1,8,0,1,0,30,11,1,2,1,1,0,1,0
13105997,0.3333333333333333,0.25,0.2,0.2,0.13534031592545928,0.1993987975951904,0.11838790931989925,0.2,0.05,0.0111731843575419,0.00964560528882627,0.5666666666666667,0.6,0.7222222222222222,0.3753424657534247,0.008645533141210375,0.0,0.74,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3526323575900751,0.34016513270196896,0.0,0.0,0.2585980546231185,0.0,0.0,0.0,0.3616411236812082,0.0,0.3819738553231285,0.0,0.0,0.3803048934380613,0.2440325066411969,0.0,0.3796188040496161,0.26092663312328385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,3,0,0,0,23,24,0,0,0,0,0,2,0
