id,longitude,latitude,perceived_quality
10085459,-0.2918745826885693,51.40986588350907,Bad
6179409,-0.28255448224623103,51.41853710491494,Good
13672765,-0.2888551897902765,51.41140735686561,Good
11665612,-0.2986372155588368,51.40270035932011,Good
4036141,-0.29591359585279675,51.41410619985172,Good
15171787,-0.2874744482567904,51.42096004441951,Bad
15158420,-0.2966472644344341,51.410307366744526,Good
11093420,-0.2911673346909169,51.40823431057458,Good
754867,-0.3014119185330812,51.39640369865256,Bad
13955343,-0.31063426837219266,51.42794949354918,Good
4356007,-0.28959428251578345,51.414745541053314,Good
1231996,-0.29435710275805416,51.40627391382212,Good
3697446,-0.3040110736453501,51.41328449167899,Good
4458068,-0.3026925859942537,51.426504984609956,Good
8084116,-0.30338720351862825,51.408644993925066,Bad
14378364,-0.05576627829157155,51.370342622879924,Good
10991861,-0.1008101879886846,51.371340812235864,Bad
12174586,-0.11382097223995953,51.402009930789966,Bad
12825208,-0.08270601531301487,51.38352433712964,Good
12893666,-0.09966915877315267,51.41745081360239,Good
4742500,-0.1121615744340986,51.41293599961958,Good
9265497,-0.10675910550092256,51.37913064172719,Bad
7739250,-0.12308447972448565,51.40857089907756,Good
12476803,-0.09216618836502974,51.372370811093646,Bad
6587893,-0.0912495181561166,51.35351157868551,Good
6193628,-0.08657324015565508,51.378552906345604,Bad
13029202,-0.0915796130288386,51.397051272773716,Bad
8164389,-0.06963315401151271,51.395219171817544,Bad
13619311,-0.1011071095408188,51.41626080660143,Good
14394072,-0.09116770028339173,51.37963957433149,Good
454009,-0.08636997099836867,51.393712784614685,Bad
13105997,-0.10118067161819463,51.37295018922389,Bad
3797119,-0.03834291103758985,51.38124608783721,Bad
10740459,-0.11405709927506424,51.39160642911972,Bad
10732756,-0.1040702586755004,51.315670379221636,Bad
15310604,-0.0800564349796122,51.39563700159947,Bad
5079697,-0.09136944372667534,51.4074428339724,Bad
10846287,-0.11420249021482674,51.37334196462388,Good
11091919,-0.08286092429752086,51.3837753386452,Good
6255603,-0.06855521314504613,51.37140402365314,Good
13984657,-0.09584436035774103,51.37874347862967,Good
16077598,-0.097256957147486,51.37542357448378,Good
10128245,-0.08144113884822192,51.3823856670045,Good
8996969,-0.08114933638356735,51.38358692629718,Bad
10698388,-0.0865742697104948,51.41876879103342,Good
5975492,-0.0822093275503513,51.383287807198656,Good
12921052,-0.06484872529040775,51.3932915014097,Good
14620552,-0.08074473879280535,51.3957704447828,Bad
364017,-0.119663174087416,51.37295511453206,Bad
15797454,-0.08647201298997552,51.37731773069039,Good
3734796,-0.10607074423181301,51.33118591238825,Bad
13969729,-0.09715526296493844,51.37705777473747,Bad
10670121,-0.07745580144433202,51.40455185994289,Good
13272397,-0.08020792578535338,51.396305288558025,Bad
15090642,-0.09034585182810197,51.36442702592386,Good
4206958,-0.0991968014271803,51.404766195848175,Bad
7834452,-0.06744234055142026,51.368423500472524,Good
3795811,-0.03733132925076938,51.37963834912468,Good
10975929,0.011073833844166636,51.3792714665501,Good
6003107,0.003946062137953965,51.37800751249877,Good
13342124,0.04182158594021554,51.372235600241744,Good
15504137,-0.04183860588789992,51.40502147494647,Good
9250866,-0.05331335313013445,51.42233653148815,Bad
15435954,-0.0734988115373318,51.41531784832963,Bad
12541082,-0.04952245044517678,51.42262550644384,Good
15426505,-0.0735316181130198,51.41293247156678,Bad
10512556,-0.0781328522029402,51.41743715496219,Bad
12891341,-0.06409096031812624,51.41628764869237,Good
7769599,-0.07474130574928471,51.4195547402145,Bad
13935054,-0.06160210058016149,51.40807301814618,Good
12930935,0.05289618882778902,51.426232886485344,Good
2216824,-0.05155107321529373,51.41968813128274,Bad
4145063,-0.07525689465115168,51.41880059390789,Good
5854136,-0.02030929167318916,51.38283094594944,Bad
13455562,-0.026727318834769684,51.42190263596345,Good
11353804,-0.04190036001709307,51.416302026033634,Good
6977179,0.02099279765213458,51.39883019569722,Good
5800944,-0.05313150054040435,51.41956347829358,Bad
6588327,-0.057064046285477475,51.416933403870964,Bad
9490826,-0.0750570156020159,51.41777792169147,Good
2934808,-0.07194364913601273,51.41463976174473,Bad
11976776,0.05490284296683588,51.421846173255894,Good
3189115,-0.08027577121321752,51.41617718337017,Good
1608341,-0.06928815335048649,51.413621854174735,Bad
5383649,-0.06383811459257645,51.40987479164796,Good
12583432,-0.06800067913580392,51.416005492071314,Good
5722435,-0.2748705768253075,51.48425622832053,Bad
11852723,-0.32919179311318314,51.46911328998488,Bad
1235103,-0.2623300968858084,51.49190077894346,Bad
12668142,-0.3011293409302497,51.49143421979836,Good
12245920,-0.4007080520293806,51.47552881373187,Bad
12277224,-0.3347351837931066,51.47823275437389,Bad
5783764,-0.29148975555394163,51.487661901741326,Good
9462072,-0.3046859409420015,51.49455835706018,Good
2912313,-0.26394771706186265,51.49119039050176,Bad
6441413,-0.2660792921265584,51.490662249756994,Good
6076211,-0.30095840030704785,51.489164985711824,Good
955115,-0.2619491247130573,51.49263066748292,Good
11883619,-0.2686281515328829,51.487371322504565,Good
6331241,-0.25181204535433704,51.49438646093742,Good
1339408,-0.26900326894743426,51.483102382886116,Bad
7626191,-0.2666928126989537,51.491093583952,Bad
2355856,-0.2629440241650888,51.48880855612997,Good
6070056,-0.2977220586571973,51.4920875613399,Good
6141860,-0.2686742596158284,51.48109319044461,Good
6091847,-0.33196292357545903,51.48577800879124,Good
6070708,-0.2570688144127312,51.49177499392772,Good
13356286,-0.2579767982345441,51.48657861338293,Good
13039511,-0.3484043495880493,51.473363729833295,Bad
5502996,-0.3003016995801123,51.494516478171825,Good
6289330,-0.2844544125723524,51.49636644710881,Bad
15153479,-0.34667490591243,51.47331580874987,Good
4187647,-0.2521604644708849,51.488827440901204,Good
14278621,-0.27788523512648994,51.49467686782579,Bad
13097553,-0.2544521022038759,51.49532599951705,Good
13358359,-0.37860300913619815,51.46512804192327,Bad
1952145,-0.2583804040820875,51.49353149679314,Good
11114409,-0.2693081717464231,51.485068952570884,Good
6129406,-0.25674384168111203,51.48989988954751,Bad
378551,-0.2673581852923167,51.483640196143924,Good
11104914,-0.2472249435803936,51.49502497890297,Good
13460737,-0.2454656747123905,51.496869888173435,Bad
3229360,-0.2719993796082276,51.48686366686624,Good
14650073,-0.3381108458245186,51.477995153848106,Good
15155078,-0.34789796192473965,51.47191877405721,Bad
992911,-0.2624911344166334,51.49147774463703,Bad
992826,-0.2640355789255609,51.49240729295303,Good
992758,-0.26179967572550883,51.49280604225768,Bad
12803453,-0.3664821058336818,51.4775280558885,Good
4656706,-0.2709309403604856,51.49188629907878,Bad
5178690,-0.3151449593253564,51.490306887200155,Good
16052172,-0.3029883935928193,51.489565709636366,Good
3599704,-0.25831583247116063,51.48628262685806,Good
992868,-0.264012947978483,51.49315855463209,Good
13819469,-0.25080167301446465,51.49903511220687,Good
7524161,-0.30283256161968064,51.49119374702056,Good
10665855,-0.2576726434867534,51.48498339442165,Good
13136211,-0.34691862233084986,51.47276798899398,Bad
13535909,-0.2940825154732235,51.488768135338326,Good
1330527,-0.26264737337852984,51.491625089036894,Bad
15162600,-0.30492636474109924,51.48189413270625,Good
14148014,-0.28819359063655114,51.5013202900656,Bad
8113089,-0.25388459792221274,51.5158853405414,Bad
15855324,-0.2587031574459869,51.52079226010529,Good
10469392,-0.2956366966512174,51.50982149688113,Good
6794402,-0.26674850534142114,51.51449245153866,Bad
8602130,-0.3556968434530621,51.54807357361957,Bad
2266249,-0.31369485624636145,51.52667371602662,Good
9623463,-0.3781721793854661,51.540692419626566,Good
12181886,-0.3544604840560959,51.547559476331074,Good
7281936,-0.31455634169836544,51.49652279350855,Good
790289,-0.3160723849613267,51.5269678789827,Good
1408306,-0.3390714331119817,51.50641544695014,Good
574475,-0.36191306518107097,51.548295596611894,Bad
12730104,-0.29443927943718723,51.51382388293138,Bad
2642108,-0.2572713927978353,51.50192322780856,Bad
3999011,-0.2625563667956272,51.51100316614213,Good
12079677,-0.3124367052395849,51.51404387300589,Bad
